Coordinate 1,Coordinate 2,Ellipsoid Dimensions,Tags,Description,Segment IDs,Parent ID,Type,ID
"(13253, 11853, 597)",,,,,,,Point,
"(13508, 11972, 598)",,,,,,,Point,
"(11493, 12117, 599)",,,,,,,Point,
"(13270, 11930, 600)",,,,,,,Point,
"(13704, 12440, 601)",,,,,,,Point,
"(12573, 11955, 602)",,,,,,,Point,
"(13432, 11879, 603)",,,,,,,Point,
"(11535, 11709, 604)",,,,,,,Point,
"(13126, 11658, 605)",,,,,,,Point,
"(13500, 11955, 606)",,,,,,,Point,
"(10889, 11862, 607)",,,,,,,Point,
"(14852, 11334, 608)",,,,,,,Point,
"(15932, 10399, 609)",,,,,,,Point,
"(12870, 10535, 610)",,,,,,,Point,
"(14308, 11947, 611)",,,,,,,Point,
"(12675, 11981, 612)",,,,,,,Point,
"(11118, 13197, 613)",,,,,,,Point,
"(13593, 12593, 614)",,,,,,,Point,
"(11909, 11904, 615)",,,,,,,Point,
"(13032, 12576, 616)",,,,,,,Point,
"(12879, 12032, 617)",,,,,,,Point,
"(14716, 12057, 618)",,,,,,,Point,
"(14427, 11989, 619)",,,,,,,Point,
"(13942, 13019, 620)",,,,,,,Point,
"(13321, 12032, 621)",,,,,,,Point,
"(13857, 11845, 622)",,,,,,,Point,
"(13202, 11624, 623)",,,,,,,Point,
"(12709, 11751, 624)",,,,,,,Point,
"(12215, 11717, 625)",,,,,,,Point,
"(12292, 10875, 626)",,,,,,,Point,
"(12488, 11394, 627)",,,,,,,Point,
"(12479, 11122, 628)",,,,,,,Point,
"(12479, 11368, 629)",,,,,,,Point,
"(11952, 10714, 630)",,,,,,,Point,
"(12105, 11283, 631)",,,,,,,Point,
"(12292, 11173, 632)",,,,,,,Point,
"(12564, 11198, 633)",,,,,,,Point,
"(12530, 11539, 634)",,,,,,,Point,
"(12079, 10960, 635)",,,,,,,Point,
"(12198, 10679, 636)",,,,,,,Point,
"(12394, 10884, 637)",,,,,,,Point,
"(11969, 11454, 638)",,,,,,,Point,
"(11952, 11658, 639)",,,,,,,Point,
"(12445, 10714, 640)",,,,,,,Point,
"(12105, 10833, 641)",,,,,,,Point,
"(12190, 11360, 642)",,,,,,,Point,
"(11977, 11862, 643)",,,,,,,Point,
"(13168, 10220, 644)",,,,,,,Point,
"(12096, 10756, 645)",,,,,,,Point,
"(12496, 10875, 646)",,,,,,,Point,
"(12198, 11207, 648)",,,,,,,Point,
"(11731, 10662, 649)",,,,,,,Point,
"(12190, 10850, 647)",,,,,,,Point,
"(12173, 10935, 650)",,,,,,,Point,
"(12360, 11309, 651)",,,,,,,Point,
"(11816, 11368, 652)",,,,,,,Point,
"(12224, 10433, 653)",,,,,,,Point,
"(12241, 10833, 654)",,,,,,,Point,
"(11756, 10918, 655)",,,,,,,Point,
"(12122, 10833, 656)",,,,,,,Point,
"(12683, 11547, 657)",,,,,,,Point,
"(13177, 10645, 658)",,,,,,,Point,
"(11399, 11828, 659)",,,,,,,Point,
"(12845, 10875, 660)",,,,,,,Point,
"(12207, 11377, 661)",,,,,,,Point,
"(12343, 11309, 662)",,,,,,,Point,
"(12062, 11836, 663)",,,,,,,Point,
"(12156, 11054, 664)",,,,,,,Point,
"(12556, 10969, 665)",,,,,,,Point,
"(12267, 11241, 666)",,,,,,,Point,
"(12743, 11530, 667)",,,,,,,Point,
"(12726, 11198, 668)",,,,,,,Point,
"(11884, 11377, 669)",,,,,,,Point,
"(12105, 11539, 670)",,,,,,,Point,
"(12819, 11020, 671)",,,,,,,Point,
"(13627, 10799, 672)",,,,,,,Point,
"(13730, 11139, 673)",,,,,,,Point,
"(14223, 10467, 674)",,,,,,,Point,
"(14027, 10271, 675)",,,,,,,Point,
"(13517, 10475, 676)",,,,,,,Point,
"(13389, 10042, 677)",,,,,,,Point,
"(13066, 10654, 678)",,,,,,,Point,
"(13160, 10169, 679)",,,,,,,Point,
"(13049, 10339, 680)",,,,,,,Point,
"(13041, 10705, 681)",,,,,,,Point,
"(12955, 10161, 682)",,,,,,,Point,
"(12964, 10288, 683)",,,,,,,Point,
"(13211, 10611, 684)",,,,,,,Point,
"(12853, 10339, 685)",,,,,,,Point,
"(12887, 9922, 686)",,,,,,,Point,
"(12598, 10977, 687)",,,,,,,Point,
"(11544, 10552, 688)",,,,,,,Point,
"(16502, 5491, 689)",,,,,,,Point,
"(13712, 10314, 690)",,,,,,,Point,
"(13313, 10339, 691)",,,,,,,Point,
"(13985, 10611, 692)",,,,,,,Point,
"(13330, 10127, 693)",,,,,,,Point,
"(13602, 10569, 694)",,,,,,,Point,
"(13781, 10816, 695)",,,,,,,Point,
"(13636, 10492, 696)",,,,,,,Point,
"(13772, 10577, 697)",,,,,,,Point,
"(13857, 10110, 698)",,,,,,,Point,
"(13900, 10535, 699)",,,,,,,Point,
"(13636, 10433, 700)",,,,,,,Point,
"(13568, 10569, 701)",,,,,,,Point,
"(13968, 10526, 702)",,,,,,,Point,
"(14027, 10271, 703)",,,,,,,Point,
"(14044, 10901, 704)",,,,,,,Point,
"(14163, 10433, 705)",,,,,,,Point,
"(14478, 10654, 706)",,,,,,,Point,
"(16792, 11190, 707)",,,,,,,Point,
"(12955, 10986, 708)",,,,,,,Point,
"(13559, 10611, 709)",,,,,,,Point,
"(13338, 10356, 710)",,,,,,,Point,
"(13262, 10884, 711)",,,,,,,Point,
"(13925, 10399, 712)",,,,,,,Point,
"(14078, 10169, 713)",,,,,,,Point,
"(13534, 10884, 714)",,,,,,,Point,
"(13296, 10526, 715)",,,,,,,Point,
"(13245, 10212, 716)",,,,,,,Point,
"(13440, 10577, 717)",,,,,,,Point,
"(12547, 10662, 718)",,,,,,,Point,
"(13466, 10084, 719)",,,,,,,Point,
"(13585, 10824, 720)",,,,,,,Point,
"(14010, 10552, 721)",,,,,,,Point,
"(14342, 9735, 722)",,,,,,,Point,
"(12117, 11983, 0)",,,,,,,Point,
